id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
614949;1376495.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;51.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376494.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;47.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376522.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Sim;Condutor Dormindo;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;25.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376454.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Velocidade Incompatível;2;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;24.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1374787.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Velocidade Incompatível;2;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Condutor;Ileso;38.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375983.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Sim;Condutor Dormindo;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;2.0;Masculino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375985.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Sim;Condutor Dormindo;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;45.0;Masculino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375984.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;16.0;Feminino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375990.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;2023.0;Feminino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1374790.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Condutor;Lesões Leves;43.0;Masculino;0.0;1.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376527.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376475.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;67.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376495.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;51.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376494.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;47.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375983.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;2.0;Masculino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376475.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;67.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376473.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376470.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376467.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376527.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376512.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;4.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376462.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;61.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376461.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;24.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376460.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;27.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376488.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;75.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376532.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376473.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376470.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376467.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376465.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376463.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376462.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;61.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376461.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Iluminação deficiente;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;24.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376515.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376532.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376529.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376525.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376525.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Condutor usando celular;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1374790.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Condutor;Lesões Leves;43.0;Masculino;0.0;1.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376465.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376527.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ultrapassagem Indevida;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376462.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;61.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376461.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;24.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376460.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Sim;Condutor Dormindo;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;27.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376459.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Sim;Condutor Dormindo;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;29.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376522.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Manobra de mudança de faixa;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;25.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376454.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Mal súbito do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;24.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1374787.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Sim;Condutor Dormindo;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Condutor;Ileso;38.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375983.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;2.0;Masculino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375985.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;45.0;Masculino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375984.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;16.0;Feminino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1375990.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100935.0;Automóvel;I/CHEVROLET AGILE LTZ;2010.0;Passageiro;Lesões Graves;2023.0;Feminino;0.0;0.0;1.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376467.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Ausência de reação do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376527.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376532.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376531.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376529.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376525.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376524.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Reação tardia ou ineficiente do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;57.0;Feminino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
614949;1376457.0;2024-07-17;quarta-feira;05:00:00;BA;242.0;730.0;CRISTOPOLIS;Não;Mal súbito do condutor;3;Incêndio;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;1100937.0;Ônibus;MBENZ/MPOLO PARADISO R;2010.0;Passageiro;Ileso;59.0;Masculino;1.0;0.0;0.0;0.0;-12.207257;-44.46697;SPRF-BA;DEL10-BA;UOP01-DEL10-BA
